,SIFT,classlabel
503,[0. 0. 0. ... 0. 0. 0.],1.0
504,[  5.  31. 123. ...   0.   0.   0.],1.0
505,[ 2.  0.  0. ... 89.  9.  1.],1.0
506,[42.  0.  0. ...  0.  0.  0.],1.0
507,[ 5.  9. 63. ...  0.  0.  0.],1.0
508,[  0.   0.   2. ...   0.  45. 120.],1.0
509,[63. 49. 26. ...  0.  0.  0.],1.0
510,[ 2.  0.  1. ... 90. 22. 24.],1.0
511,[15. 15.  4. ... 53. 17.  0.],1.0
512,[ 14.  63. 130. ...  56.  12.  65.],1.0
513,[ 55.  64.   7. ...   0.  31. 120.],1.0
514,[95. 39.  5. ...  0.  0.  2.],1.0
515,[4. 0. 0. ... 0. 0. 0.],1.0
516,[ 0.  1. 51. ... 20. 35. 15.],1.0
517,[34. 87. 81. ... 14. 13. 39.],1.0
518,[54.  9.  1. ...  0.  0.  0.],1.0
519,[153.  94.   0. ...   0.   0.   0.],1.0
520,[ 0.  0.  0. ... 13.  0.  2.],1.0
521,[ 9. 20. 49. ...  2.  3.  5.],1.0
522,[100.  37.   0. ...   0.   0.   1.],1.0
523,[130.  33.   3. ...   0.   4.  49.],1.0
524,[ 13.  95. 137. ...   9.   0.   0.],1.0
525,[42.  0.  0. ...  0.  0.  0.],1.0
526,[116.   3.   0. ...   6.  14.  42.],1.0
527,[ 1.  1. 14. ...  1.  0.  0.],1.0
528,[10. 68.  9. ...  0.  0.  0.],1.0
529,[11. 17.  7. ...  0.  0.  0.],1.0
530,[0. 0. 0. ... 3. 0. 2.],1.0
531,[11. 10. 14. ...  0.  0.  0.],1.0
532,[ 2. 22. 24. ... 57. 32. 17.],1.0
533,[28. 54. 53. ...  4.  6. 20.],1.0
534,[ 3.  1.  0. ...  4. 10.  4.],1.0
535,[ 0.  0.  0. ...  0.  4. 18.],1.0
536,[ 6. 12.  9. ... 29. 56. 45.],1.0
537,[ 0.  0.  0. ...  3. 10.  2.],1.0
538,[115.  98.   7. ...  16.  45.  28.],1.0
539,[12.  4.  1. ...  0.  1.  7.],1.0
540,[ 43. 167.  27. ...   1.  33.  67.],1.0
541,[0. 1. 3. ... 6. 3. 8.],1.0
542,[ 0.  0.  0. ... 48.  4.  7.],1.0
543,[ 0.  0.  0. ... 16.  9.  1.],1.0
544,[21.  4. 11. ...  0.  0.  0.],1.0
545,[ 0.  1. 33. ...  2.  3.  7.],1.0
546,[7. 7. 7. ... 0. 0. 0.],1.0
547,[ 0.  0. 10. ...  0.  0.  1.],1.0
548,[59. 14.  7. ...  0.  0.  0.],1.0
549,[19.  8.  0. ... 55. 41. 33.],1.0
550,[0. 0. 0. ... 3. 0. 1.],1.0
551,[75. 25.  5. ...  3.  0.  0.],1.0
552,[80.  3.  1. ... 29.  2.  0.],1.0
553,[ 0.  1.  1. ...  5. 30. 23.],1.0
554,[100.  11.   1. ...   9.   9.  22.],1.0
555,[50.  4.  1. ... 37. 30.  2.],1.0
556,[219.  10.   1. ...  11.   1.   0.],1.0
557,[ 0.  0. 23. ... 10.  1.  1.],1.0
558,[95. 27.  1. ...  0.  2. 11.],1.0
559,[  0.   0.   0. ... 130.  44.   0.],1.0
560,[14. 17.  2. ...  0.  0.  3.],1.0
561,[32. 10. 18. ...  0.  0.  0.],1.0
562,[41. 21.  7. ...  0.  0.  0.],1.0
563,[ 0.  0.  0. ...  0.  0. 23.],1.0
564,[65. 20.  7. ...  1. 16. 35.],1.0
565,[154.  43.   0. ...   0.   0.   0.],1.0
566,[ 0.  0.  6. ... 10.  4.  1.],1.0
567,[0. 0. 0. ... 0. 1. 7.],1.0
568,[99. 32.  0. ... 11.  7. 24.],1.0
569,[0. 0. 0. ... 1. 0. 0.],1.0
570,[27. 13.  2. ...  0.  0.  0.],1.0
571,[ 0.  0.  0. ... 25.  1.  9.],1.0
572,[ 20. 148.  94. ...   4.   9.   9.],1.0
573,[2. 1. 9. ... 0. 0. 0.],1.0
574,[ 59. 102.   1. ...   5.  28.  86.],1.0
575,[ 1. 27. 67. ...  0.  0.  4.],1.0
576,[1. 2. 3. ... 0. 0. 4.],1.0
577,[0. 0. 0. ... 2. 1. 5.],1.0
578,[10.  4. 48. ...  2. 43. 23.],1.0
579,[35. 69. 61. ... 23. 17. 10.],1.0
580,[1. 0. 0. ... 0. 0. 0.],1.0
581,[  0. 133. 133. ...  42.   0.   0.],1.0
582,[7. 2. 0. ... 0. 0. 0.],1.0
583,[19.  4. 26. ...  0.  0.  2.],1.0
584,[ 2.  0.  0. ... 50.  1.  2.],1.0
585,[0. 0. 1. ... 2. 0. 2.],1.0
586,[10.  1.  0. ...  3.  5.  0.],1.0
587,[5. 4. 9. ... 0. 0. 0.],1.0
588,[ 3.  1.  0. ...  4. 52. 75.],1.0
589,[ 3.  6. 15. ...  0.  0.  0.],1.0
590,[15. 33. 47. ...  0.  0.  0.],1.0
591,[86. 29.  0. ...  0.  0.  0.],1.0
592,[1. 1. 9. ... 0. 0. 0.],1.0
593,[0. 0. 0. ... 0. 0. 0.],1.0
594,[ 6.  1.  2. ... 11. 34.  4.],1.0
595,[79.  1.  0. ...  0.  0.  0.],1.0
596,[116.  38.  10. ...   7.   3.  19.],1.0
597,[4. 2. 0. ... 0. 0. 0.],1.0
598,[ 8.  4.  0. ... 44. 64. 29.],1.0
599,[1. 3. 4. ... 0. 0. 0.],1.0
600,[0. 0. 0. ... 0. 0. 0.],1.0
601,[  0.   1. 122. ... 127.   6.   0.],1.0
602,[94. 28.  6. ...  0.  0.  0.],1.0
603,[108. 171.  23. ...  55.  17.   0.],1.0
604,[25. 12. 12. ...  0.  0.  2.],1.0
605,[70.  3.  0. ...  6.  3.  4.],1.0
606,[2. 0. 0. ... 3. 0. 0.],1.0
607,[83. 54. 54. ...  5.  5. 40.],1.0
608,[ 8. 26. 24. ...  0.  5. 42.],1.0
609,[12. 56.  3. ...  0.  0.  0.],1.0
610,[ 4. 46. 60. ...  1.  1.  4.],1.0
611,[3. 6. 4. ... 0. 0. 0.],1.0
612,[23. 29. 51. ... 51.  7.  0.],1.0
613,[11.  4.  3. ...  0.  0.  0.],1.0
614,[11.  1.  1. ...  0.  0. 25.],1.0
615,[103.  29.   0. ...   0.   0.   0.],1.0
616,[0. 0. 0. ... 1. 4. 1.],1.0
617,[19.  4.  3. ... 12.  8. 20.],1.0
618,[56.  2.  4. ... 13. 10. 12.],1.0
619,[ 17.  97. 125. ...  18.   7.   1.],1.0
620,[0. 0. 0. ... 0. 0. 0.],1.0
621,[ 4. 19. 41. ...  0.  0.  0.],1.0
622,[90. 94.  0. ... 19. 34. 18.],1.0
623,[3. 1. 2. ... 3. 0. 0.],1.0
624,[0. 0. 0. ... 0. 0. 4.],1.0
625,[98. 64. 31. ...  0.  0.  2.],1.0
626,[  7.  26.  23. ...  19. 128.  82.],1.0
627,[ 4. 15. 42. ...  4.  0.  1.],1.0
628,[26. 33.  2. ...  0.  6. 20.],1.0
629,[27.  8. 24. ...  2.  3.  6.],1.0
630,[7. 6. 4. ... 0. 0. 1.],1.0
631,[19.  5. 21. ...  1.  7.  4.],1.0
632,[26. 12. 17. ...  1.  2.  3.],1.0
633,[ 10.  57. 135. ...   0.   0.  16.],1.0
634,[ 0.  4.  6. ...  0.  7. 19.],1.0
635,[ 33. 110. 125. ...   0.   0.   0.],1.0
636,[ 1.  3. 17. ...  0.  1. 40.],1.0
637,[56. 57. 38. ...  4.  4.  4.],1.0
638,[30. 31. 78. ...  0.  0.  0.],1.0
639,[103.  13.   1. ...   0.   0.   1.],1.0
640,[ 0.  0.  0. ...  0. 15. 30.],1.0
641,[9. 2. 0. ... 0. 0. 1.],1.0
642,[35.  3.  3. ...  0.  0.  0.],1.0
643,[ 0.  0.  0. ...  1. 17. 31.],1.0
644,[20. 31.  7. ... 23.  0.  0.],1.0
645,[0. 0. 0. ... 0. 0. 6.],1.0
646,[0. 0. 0. ... 7. 2. 2.],1.0
647,[  8. 136. 136. ...   2.   6.  62.],1.0
648,[ 1.  0. 13. ...  1.  5. 22.],1.0
649,[  5. 137. 132. ... 106.   9.   1.],1.0
650,[ 23. 118.  19. ...   1.   0.   0.],1.0
651,[  2.  14. 123. ...   0.   0.   2.],1.0
652,[ 20.  64. 135. ...   0.   0.   0.],1.0
653,[ 0. 20. 22. ...  4.  2.  0.],1.0
654,[29. 20.  1. ...  5.  3.  2.],1.0
655,[ 0.  5. 26. ...  0.  0.  0.],1.0
656,[126. 107.   9. ...   1.   4.  19.],1.0
657,[15. 10. 21. ... 13.  6.  8.],1.0
658,[ 4.  6.  2. ... 30.  7.  1.],1.0
659,[ 1.  2. 23. ...  1.  6. 10.],1.0
660,[0. 0. 0. ... 0. 0. 0.],1.0
661,[86.  1.  0. ...  7.  0.  0.],1.0
662,[40. 37.  0. ...  6. 19. 21.],1.0
663,[21.  3.  2. ... 12.  0.  0.],1.0
664,[132.   0.   0. ...   3.  11.  33.],1.0
665,[0. 0. 0. ... 1. 1. 0.],1.0
666,[23. 58.  2. ...  0.  0.  0.],1.0
667,[0. 0. 0. ... 0. 0. 0.],1.0
668,[48. 43.  1. ...  0.  4. 71.],1.0
669,[14. 33. 81. ...  4.  0.  2.],1.0
670,[1. 1. 0. ... 7. 2. 4.],1.0
671,[33. 97. 18. ...  0.  0.  0.],1.0
672,[34.  5.  4. ...  2.  1.  2.],1.0
673,[ 8. 52. 45. ... 10.  0.  2.],1.0
674,[0. 0. 0. ... 0. 0. 1.],1.0
675,[10.  3.  0. ...  0.  0. 17.],1.0
676,[57. 11.  0. ...  0.  0. 45.],1.0
677,[48.  8.  0. ...  4.  0.  3.],2.0
678,[30.  4.  0. ... 53. 16. 30.],2.0
679,[64. 37. 11. ...  0.  0.  0.],2.0
680,[ 3.  3.  2. ... 97. 15.  7.],2.0
681,[4. 1. 0. ... 0. 0. 0.],2.0
682,[16. 22.  9. ...  0.  0.  0.],2.0
683,[ 0.  1. 27. ...  1.  0.  0.],2.0
684,[  4.   2.   2. ... 121.  19.   9.],2.0
685,[0. 0. 0. ... 0. 0. 0.],2.0
686,[64.  7.  0. ...  0.  0.  0.],2.0
687,[0. 0. 0. ... 0. 0. 0.],2.0
688,[ 2.  6.  0. ...  0.  3. 66.],2.0
689,[11.  0.  0. ...  2.  6. 14.],2.0
690,[0. 0. 0. ... 0. 0. 5.],2.0
691,[29. 35.  6. ...  4.  2. 13.],2.0
692,[ 51. 128. 128. ...   2.   0.   0.],2.0
693,[1. 0. 0. ... 0. 0. 0.],2.0
694,[70.  8.  8. ...  0.  7. 37.],2.0
695,[0. 0. 0. ... 0. 0. 0.],2.0
696,[  2.  25. 123. ...   0.   1.   1.],2.0
697,[ 0.  0.  0. ... 53. 36.  3.],2.0
698,[14.  3.  1. ...  7.  6.  0.],2.0
699,[70.  0.  0. ...  0.  9. 13.],2.0
700,[ 4. 65. 70. ...  5. 11.  0.],2.0
701,[96. 18. 11. ...  0.  0.  0.],2.0
702,[  1.   1. 113. ...  52.   9.   4.],2.0
703,[25.  1.  0. ...  0.  0.  1.],2.0
704,[19.  5.  9. ...  0.  0.  0.],2.0
705,[18. 54. 19. ...  0.  0.  0.],2.0
706,[0. 0. 0. ... 0. 0. 0.],2.0
707,[ 6. 61. 50. ...  0.  0.  2.],2.0
708,[  0.   0.   0. ...  92. 126.  17.],2.0
709,[ 0.  6. 84. ... 10.  0.  0.],2.0
710,[0. 0. 0. ... 2. 4. 9.],2.0
711,[ 1.  0.  0. ... 11.  0.  7.],2.0
712,[ 0.  0.  0. ...  0.  4. 75.],2.0
713,[  4. 141.  92. ...   0.   0.   0.],2.0
714,[89. 10. 18. ...  0.  0.  0.],2.0
715,[ 0.  1.  0. ... 23. 20. 12.],2.0
716,[  0.  32. 128. ...   5.   3.   0.],2.0
717,[0. 0. 5. ... 0. 0. 0.],2.0
718,[0. 0. 0. ... 0. 0. 7.],2.0
719,[ 0.  7. 67. ...  1.  0.  0.],2.0
720,[0. 0. 0. ... 3. 1. 0.],2.0
721,[35.  0.  0. ...  0.  0.  0.],2.0
722,[32. 35.  6. ...  0. 11. 21.],2.0
723,[ 74. 130.  41. ...   0.   0.   0.],2.0
724,[ 79. 116.   0. ...   0.   0.   0.],2.0
725,[ 8. 14.  5. ...  0.  0.  3.],2.0
726,[ 3.  6.  0. ... 14. 15.  1.],2.0
727,[ 3.  2. 47. ...  0.  0.  5.],2.0
728,[1. 1. 0. ... 0. 0. 0.],2.0
729,[  0.  36. 117. ...   0.   0.   0.],2.0
730,[ 5.  1.  1. ...  0.  0. 73.],2.0
731,[27. 64.  6. ...  0.  0. 24.],2.0
732,[133.  33.   0. ...   4.   0.   4.],2.0
733,[ 7. 29. 10. ...  0.  0.  0.],2.0
734,[ 1.  0.  0. ... 11.  0.  1.],2.0
735,[65. 21. 13. ...  0.  0.  0.],2.0
736,[44.  1.  2. ...  0.  0.  0.],2.0
737,[ 0. 11. 30. ...  0.  0. 10.],2.0
738,[0. 0. 0. ... 0. 0. 0.],2.0
739,[0. 0. 0. ... 0. 0. 0.],2.0
740,[0. 0. 4. ... 1. 0. 1.],2.0
741,[67. 22.  0. ... 14.  0.  1.],2.0
742,[ 1.  0.  0. ... 99. 15. 10.],2.0
743,[  0.   0.   0. ... 101.  19.   2.],2.0
744,[16. 37. 28. ...  1.  8.  6.],2.0
745,[13. 15. 19. ...  9. 19. 76.],2.0
746,[39. 86. 96. ... 66.  1.  1.],2.0
747,[7. 9. 0. ... 0. 0. 0.],2.0
748,[ 1.  1.  0. ...  0.  0. 68.],2.0
749,[ 0.  8. 59. ...  7.  0.  0.],2.0
750,[0. 0. 0. ... 5. 0. 4.],2.0
751,[0. 0. 0. ... 4. 5. 1.],2.0
752,[0. 0. 0. ... 0. 0. 0.],2.0
753,[2. 2. 3. ... 0. 0. 1.],2.0
754,[ 0.  0.  0. ...  5. 18. 31.],2.0
755,[ 0.  4.  2. ... 41.  4.  1.],2.0
756,[21. 96. 12. ...  3.  1.  0.],2.0
757,[10.  1.  2. ...  7.  3. 39.],2.0
758,[37.  9.  1. ...  0.  0.  0.],2.0
759,[ 10.  42. 130. ...   5.   0.   1.],2.0
760,[ 0.  0.  0. ... 11.  9.  0.],2.0
761,[  8.  37. 105. ...   8.   6.  14.],2.0
762,[12.  1.  0. ...  0.  0.  0.],2.0
763,[110.  14.   6. ...   0.   0.   2.],2.0
764,[53.  1.  2. ...  8. 19.  9.],2.0
765,[0. 0. 0. ... 0. 0. 1.],2.0
766,[47. 20.  5. ...  1.  0.  1.],2.0
767,[10.  0.  0. ... 39.  9.  5.],2.0
768,[36. 12.  2. ... 27. 10.  2.],2.0
769,[0. 0. 0. ... 0. 0. 0.],2.0
770,[16.  1.  0. ... 10.  4. 45.],2.0
771,[2. 0. 1. ... 1. 0. 0.],2.0
772,[0. 0. 5. ... 0. 0. 0.],2.0
773,[20. 24. 27. ... 85. 27.  4.],2.0
774,[ 57.  26. 141. ...   1.   1.   2.],2.0
775,[0. 0. 0. ... 1. 0. 0.],2.0
776,[ 3.  1.  3. ... 11. 10. 32.],2.0
777,[ 0.  0.  0. ... 60. 32.  1.],2.0
778,[ 0.  0.  0. ... 25.  0.  0.],2.0
779,[37.  4.  1. ... 50. 16.  1.],2.0
780,[ 1.  1. 11. ... 20. 15.  1.],2.0
781,[  0.  14. 128. ...   1.   0.   0.],2.0
782,[152.  22.   0. ...  34.   2.  14.],2.0
783,[55.  6.  3. ... 11.  2.  8.],2.0
784,[17.  4.  6. ... 15.  8. 13.],2.0
785,[  1.   4.  48. ...   0.  13. 107.],2.0
786,[21. 15.  3. ... 10.  4.  3.],2.0
787,[90. 46. 12. ...  0.  0.  6.],2.0
788,[46.  1.  0. ...  0.  0.  0.],2.0
789,[ 0. 22. 72. ...  0.  0.  2.],2.0
790,[0. 0. 0. ... 0. 0. 1.],2.0
791,[0. 0. 0. ... 6. 2. 8.],2.0
792,[26.  0.  0. ...  0.  1.  6.],2.0
793,[  1. 102. 126. ...   4.   9.   1.],2.0
794,[40. 44. 31. ...  0.  0.  2.],2.0
795,[121.  29.  10. ...   1.  12.  35.],2.0
796,[0. 0. 0. ... 0. 1. 3.],2.0
797,[0. 0. 0. ... 0. 0. 0.],2.0
798,[ 0.  0.  7. ...  1.  4. 10.],2.0
799,[23.  8. 21. ...  0.  0.  5.],2.0
800,[ 2.  1.  0. ...  6. 62. 34.],2.0
801,[0. 0. 0. ... 1. 0. 2.],2.0
802,[ 1.  9. 19. ...  0.  0.  0.],2.0
803,[ 1. 11. 14. ...  3.  2.  0.],2.0
804,[0. 0. 0. ... 0. 0. 2.],2.0
805,[  2. 156. 139. ...   0.   8.  19.],2.0
806,[0. 0. 0. ... 0. 0. 0.],2.0
807,[0. 0. 0. ... 0. 0. 0.],2.0
808,[8. 3. 0. ... 0. 0. 3.],2.0
809,[0. 0. 0. ... 0. 0. 0.],2.0
810,[ 7.  1.  1. ...  0.  0. 41.],2.0
811,[0. 0. 1. ... 0. 0. 0.],2.0
812,[148.   6.   0. ...   1.   1.  35.],2.0
813,[ 0.  0. 11. ...  0.  0.  1.],2.0
814,[0. 0. 0. ... 0. 0. 0.],2.0
815,[ 22. 126.  12. ...   0.   0.   0.],2.0
816,[81. 59. 35. ...  1.  5. 24.],2.0
817,[ 0.  0.  0. ... 19.  2.  2.],2.0
818,[44. 21.  6. ... 27.  5.  1.],2.0
819,[0. 0. 0. ... 0. 0. 0.],2.0
820,[28.  6. 46. ...  0.  0.  1.],2.0
821,[101.  61.  12. ...  75.   1.   1.],2.0
822,[81. 89. 61. ...  0.  0. 15.],2.0
823,[  0.  18. 120. ...   1.   1. 162.],2.0
824,[  0.   2.  24. ...   1.  37. 131.],2.0
825,[ 6.  2. 14. ...  0. 27.  8.],2.0
826,[0. 3. 0. ... 0. 0. 0.],2.0
827,[0. 6. 4. ... 0. 0. 0.],2.0
828,[ 1.  3.  8. ...  0.  0. 42.],2.0
829,[0. 0. 1. ... 0. 6. 5.],2.0
830,[0. 0. 0. ... 0. 1. 2.],2.0
831,[  0.   1. 100. ...   0.   0.   0.],2.0
832,[20. 79. 21. ...  0.  0.  5.],2.0
833,[ 0.  0.  0. ... 45. 20. 14.],2.0
834,[ 14.  54. 113. ...   0.   0.   0.],2.0
835,[14.  3.  0. ...  0.  0.  0.],2.0
836,[137. 115.   6. ...   0.   1.  23.],2.0
837,[ 0. 31. 59. ... 26.  1.  1.],2.0
838,[3. 0. 0. ... 0. 0. 0.],2.0
839,[42.  7.  0. ... 38.  8.  9.],2.0
840,[ 1.  4.  6. ... 11. 16. 80.],2.0
841,[51.  6.  3. ...  1.  0.  0.],2.0
842,[0. 0. 0. ... 0. 0. 0.],2.0
843,[ 5.  0.  0. ... 20.  0.  4.],2.0
844,[24. 71.  8. ...  0.  0.  0.],2.0
845,[20. 31. 43. ...  0.  2.  5.],2.0
846,[43. 30. 15. ...  0.  0.  0.],2.0
847,[0. 0. 0. ... 3. 3. 0.],2.0
848,[12.  9. 15. ...  1.  0.  0.],2.0
849,[ 2.  1.  0. ... 13. 15.  0.],2.0
850,[6. 1. 7. ... 0. 0. 0.],2.0
851,[ 0.  2. 93. ...  1.  0.  0.],2.0
852,[0. 0. 3. ... 0. 0. 0.],2.0
853,[120.  45.  29. ...   5.  16.   3.],2.0
854,[ 1.  0.  0. ... 42. 58.  7.],2.0
855,[51.  8.  0. ...  0.  0.  0.],2.0
856,[0. 0. 2. ... 2. 4. 4.],2.0
857,[  5.   1.   0. ...   0.   0. 103.],2.0
858,[13.  5. 16. ...  2.  6.  8.],2.0
859,[12.  1.  0. ...  0.  0.  0.],2.0
860,[ 1. 11. 70. ... 13. 45. 31.],2.0
861,[ 8.  3.  1. ... 22.  0.  0.],2.0
862,[ 6.  0.  0. ...  0. 26. 12.],2.0
863,[ 14.  22.  26. ...   0.  25. 118.],2.0
864,[  1. 156. 119. ...   0.   0.   0.],2.0
865,[69. 22.  3. ...  0.  0.  0.],2.0
866,[0. 0. 0. ... 0. 0. 0.],2.0
867,[14. 69.  2. ...  0.  0.  1.],2.0
868,[1. 0. 0. ... 3. 2. 2.],2.0
869,[29. 30. 26. ... 25. 42. 26.],2.0
870,[50. 22.  0. ...  0.  2. 26.],2.0
871,[15. 20. 14. ...  0.  0.  0.],2.0
872,[148.  61.   7. ...   0.  35. 139.],2.0
873,[ 16. 120. 118. ...   0.   0.   0.],2.0
874,[0. 0. 0. ... 0. 0. 0.],2.0
875,[0. 0. 0. ... 7. 3. 7.],2.0
876,[35. 25. 40. ...  0. 51. 61.],2.0
877,[ 23. 144.  52. ...  11.   1.   1.],2.0
878,[39.  5.  0. ...  0.  1.  1.],2.0
879,[ 0.  4. 10. ...  0.  0.  0.],2.0
880,[0. 0. 0. ... 0. 0. 0.],2.0
881,[62. 10.  0. ...  0.  0.  0.],2.0
882,[0. 0. 0. ... 1. 1. 2.],2.0
883,[ 22. 122.  76. ...   0.   0.   0.],2.0
884,[61. 38. 11. ... 10.  0.  0.],2.0
885,[0. 0. 0. ... 0. 0. 1.],2.0
886,[59. 93. 29. ...  0.  0.  0.],2.0
887,[30. 20.  1. ...  3.  0.  0.],2.0
888,[ 61.  48.  14. ...  60. 130.  36.],2.0
889,[37. 10.  5. ...  1.  0.  2.],2.0
890,[8. 4. 2. ... 0. 0. 0.],2.0
891,[53. 32.  7. ...  0.  0.  0.],2.0
892,[ 6. 20. 12. ...  1. 41. 51.],2.0
893,[2. 4. 4. ... 0. 0. 0.],2.0
894,[  3.  51. 138. ...   0.   1.   0.],2.0
895,[10.  1.  3. ...  1.  0.  0.],2.0
896,[2. 0. 0. ... 0. 0. 0.],2.0
897,[ 3.  2. 47. ...  0.  2.  2.],2.0
898,[4. 4. 0. ... 0. 0. 0.],2.0
899,[128.  39.   0. ...   0.   0.   0.],2.0
900,[0. 0. 0. ... 0. 0. 0.],2.0
901,[ 9. 19. 27. ...  0.  0.  0.],2.0
902,[ 0.  0. 21. ... 11. 17.  2.],2.0
903,[  0.   2. 121. ...   0.   0.   0.],2.0
904,[42.  0.  0. ... 10.  0.  0.],2.0
905,[  8.   6.   4. ...   0. 102. 149.],2.0
906,[ 0.  0.  4. ...  0.  2. 10.],2.0
907,[ 4.  0.  0. ... 53. 12. 16.],2.0
908,[0. 0. 0. ... 0. 0. 0.],2.0
909,[ 0. 15. 73. ...  0.  0.  5.],2.0
910,[ 8. 31. 16. ...  0.  0.  0.],2.0
911,[61.  4.  0. ...  1. 30. 12.],2.0
912,[  0.   0.   0. ...  73. 108.  23.],2.0
913,[ 9. 30. 18. ...  0.  0. 22.],2.0
914,[0. 0. 0. ... 0. 0. 0.],2.0
915,[  2.   1.  10. ...  99. 100.   6.],2.0
916,[5. 0. 0. ... 1. 0. 0.],2.0
917,[  1.  35. 140. ...  29.   5.   8.],2.0
918,[  2.   1.  10. ...  99. 100.   6.],2.0
919,[ 2.  8.  9. ...  0.  7. 43.],2.0
920,[0. 0. 5. ... 6. 7. 6.],2.0
921,[142.  26.   0. ...   0.   1.  17.],2.0
922,[ 3.  0.  0. ...  0.  0. 18.],2.0
923,[1. 0. 0. ... 0. 0. 0.],2.0
924,[7. 1. 0. ... 2. 1. 8.],2.0
925,[ 1.  0.  0. ...  0. 56. 96.],2.0
926,[12. 17. 18. ...  0.  0.  6.],2.0
927,[154.  30.  10. ...   0.   0.   1.],2.0
928,[0. 0. 1. ... 0. 0. 0.],2.0
929,[ 1.  0.  2. ...  8. 10.  2.],2.0
930,[ 0.  0.  0. ... 31.  0.  1.],2.0
931,[1. 0. 0. ... 0. 0. 3.],3.0
932,[ 6.  0.  0. ...  1.  7. 27.],3.0
933,[0. 0. 0. ... 0. 0. 0.],3.0
934,[  3.  13. 127. ...   2.  26. 140.],3.0
935,[10.  5.  0. ...  0.  0.  0.],3.0
936,[ 23. 120.  27. ...  86.  34.  32.],3.0
937,[44. 11.  6. ...  0.  1.  0.],3.0
938,[50. 26. 31. ...  0.  4. 14.],3.0
939,[16.  0.  0. ...  0.  0.  0.],3.0
940,[ 7. 39. 50. ...  0.  0.  7.],3.0
941,[108.  28.   1. ...   0.   0.   1.],3.0
942,[  0.  27. 139. ...   0.   0.   0.],3.0
943,[161.  52.   0. ...  46.   0.   0.],3.0
944,[16. 30. 18. ...  0.  0.  0.],3.0
945,[0. 0. 3. ... 0. 0. 0.],3.0
946,[ 0.  0. 74. ...  2.  8.  7.],3.0
947,[ 37. 158.  30. ...   0.   0.   0.],3.0
948,[ 15.   3.   1. ... 127.  64.   0.],3.0
949,[20.  8. 14. ...  0.  0.  0.],3.0
950,[2. 0. 0. ... 0. 0. 0.],3.0
951,[139.  69.   0. ...   0.   0.   4.],3.0
952,[6. 4. 2. ... 0. 0. 0.],3.0
953,[31. 70. 58. ...  0.  0.  0.],3.0
954,[0. 0. 0. ... 0. 0. 0.],3.0
955,[45. 56. 46. ... 15. 25. 96.],3.0
956,[55.  7.  0. ... 33.  0.  0.],3.0
957,[ 60. 149. 115. ...   3.  11.  71.],3.0
958,[15. 52. 42. ... 18. 44. 22.],3.0
959,[ 13.  83.  35. ...   0.   3. 102.],3.0
960,[91.  1.  0. ...  0.  8. 45.],3.0
961,[19.  8.  0. ...  0. 41. 20.],3.0
962,[ 6. 11.  0. ...  0.  0.  0.],3.0
963,[ 9.  7. 96. ... 10. 20.  6.],3.0
964,[89. 32.  3. ...  2.  3.  0.],3.0
965,[28. 11.  6. ...  7.  0.  1.],3.0
966,[61. 37. 32. ...  0.  0.  0.],3.0
967,[1. 2. 1. ... 0. 0. 0.],3.0
968,[48. 44. 15. ... 23. 29. 24.],3.0
969,[0. 0. 1. ... 6. 4. 5.],3.0
970,[ 42. 160.   5. ...   0.   0.   4.],3.0
971,[  4. 100.  22. ...   6.   0.   0.],3.0
972,[ 1.  3. 13. ...  0.  0.  0.],3.0
973,[16.  5.  4. ...  0.  0.  0.],3.0
974,[0. 0. 0. ... 9. 3. 1.],3.0
975,[ 2. 11. 53. ... 41.  6.  1.],3.0
976,[ 0.  0.  0. ... 87. 27. 22.],3.0
977,[ 11. 103. 119. ...  36.  43.  25.],3.0
978,[ 1.  0.  0. ...  8. 11. 21.],3.0
979,[ 6. 47. 22. ...  0.  1.  4.],3.0
980,[0. 0. 2. ... 0. 0. 0.],3.0
981,[0. 0. 0. ... 0. 0. 8.],3.0
982,[ 0.  0. 20. ... 15. 27. 82.],3.0
983,[144. 128.  12. ...   0.   2.   2.],3.0
984,[ 5.  6. 47. ...  2.  1.  1.],3.0
985,[19. 22. 34. ...  0.  0.  0.],3.0
986,[2. 1. 0. ... 4. 0. 2.],3.0
987,[10.  9.  0. ...  0.  0.  0.],3.0
988,[2. 4. 4. ... 0. 0. 0.],3.0
989,[14. 10. 96. ...  0.  7. 22.],3.0
990,[21. 42. 98. ...  0.  0.  0.],3.0
991,[58. 18. 28. ...  0.  0.  0.],3.0
992,[2. 1. 0. ... 0. 0. 1.],3.0
993,[81. 90.  2. ...  0.  0.  0.],3.0
994,[ 1. 17. 58. ...  0.  0.  3.],3.0
995,[85. 62.  1. ...  0.  0.  0.],3.0
996,[  2.  13.   2. ...  39.  27. 109.],3.0
997,[19. 66. 76. ...  3.  0.  0.],3.0
998,[0. 0. 0. ... 0. 0. 0.],3.0
999,[89. 79.  0. ...  0.  0.  4.],3.0
1000,[46.  9.  0. ...  0.  0.  0.],3.0
1001,[ 0.  0.  0. ... 84. 23.  6.],3.0
1002,[0. 0. 0. ... 0. 0. 0.],3.0
1003,[ 4. 35. 41. ...  0.  0. 25.],3.0
1004,[  7. 111.  72. ...   0.   0.   0.],3.0
1005,[0. 0. 0. ... 0. 0. 0.],3.0
1006,[0. 0. 0. ... 0. 0. 0.],3.0
1007,[26.  5.  2. ... 16. 16.  2.],3.0
